"TAG","colorName","symbol","line"
"SEH1.STB_GFC_00_PT_01_HC21","Dark Blue","circle","solid"
"SEH1.STB_GFC_01_PT_01.HM05","Ultramarine","circle","solid"
"SEH1.STB_GFC_02_PT_01.HM05","Argentinian Blue","circle","solid"
"SEH1.STB_GFD_00_PT_01_HC21","Dark Blue","circle","solid"
"SEH1.STB_GFD_01_PT_01.HM05","Ultramarine","circle","solid"
"SEH1.STB_GFD_02_PT_01.HM05","Argentinian Blue","circle","solid"
