Time period,Unnamed: 1,Unnamed: 2,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009
Geographic area,Indicator,Sex,,,,,,,,,,,
,,,,,,,,,,,,,
Afghanistan,Infant mortality rate,Female,43.0507312649387,44.5594397448781,46.1192358042126,47.7539706002814,49.5442666026643,51.4269504966323,53.4347818726933,55.5577503856985,57.7288584864526,60.022910316888,62.3168094805724
Afghanistan,Infant mortality rate,Male,49.8006890924079,51.3470979565438,52.9483415602398,54.7346980902812,56.6097443894485,58.6475092849815,60.8501501807956,63.093913717595,65.4606080841054,67.9450896213001,70.5131850725352
Afghanistan,Infant mortality rate,Total,46.5128248805674,48.0433349598417,49.6114278272348,51.3191407072154,53.1698069139217,55.1609324695299,57.2251511459076,59.4546416313267,61.7264408042452,64.1005674363156,66.5258234811252
Albania,Infant mortality rate,Female,7.65944226728669,7.55190005460124,7.4667241809283,7.45793704849184,7.56178800789639,7.78475852437029,8.18516505815881,8.73890954243229,9.45230825014476,10.2698070225848,11.151490541966
Albania,Infant mortality rate,Male,9.52128622483572,9.34091046778792,9.24408988141643,9.24881934412084,9.41172938408396,9.77860740444275,10.3319075110466,11.1305062541424,12.1366722695808,13.3106597777336,14.5955453363206
Albania,Infant mortality rate,Total,8.61427894660596,8.47356946355402,8.37777110130546,8.37871770118612,8.50945980581178,8.80597491890317,9.28441985712595,9.96301797557109,10.8250560393632,11.8280971411214,12.914517972231
Algeria,Infant mortality rate,Female,18.5916165910953,19.0310993485099,19.4395219142672,19.8801079317644,20.2225687582583,20.5007734570804,20.8183168093945,21.0984598064707,21.4948330219149,22.0877651479559,22.8574583397053
Algeria,Infant mortality rate,Male,21.2538794239706,21.7559211635721,22.2372873364537,22.6138220847923,22.9291240563481,23.1815096489987,23.392457880841,23.777710866758,24.3015760668362,24.9690975021723,25.8292480964107
Algeria,Infant mortality rate,Total,19.9548665714491,20.4293154021666,20.8725214412831,21.2803955105189,21.6126941600446,21.8730761840668,22.1373485817958,22.4715250633415,22.933794129087,23.5629453027468,24.38152599534
Andorra,Infant mortality rate,Female,2.55545069782505,2.65320909730191,2.75801384474869,2.88105486415156,3.0124086442009,3.15184103090252,3.3077269459225,3.47460276914519,3.64137627232691,3.82031720882138,4.00979921452984
Andorra,Infant mortality rate,Male,3.09194085037301,3.21492710290573,3.35609729738313,3.48333064799293,3.64012133101427,3.82256942220176,4.01919814889573,4.20616443645669,4.42480967122145,4.64440441560478,4.87850036216328
Andorra,Infant mortality rate,Total,2.83160690998396,2.94138632874557,3.06482047866634,3.20042521833335,3.34038491102622,3.49539907131084,3.66588772771433,3.85038614254748,4.04376865601041,4.25632137864727,4.45920749846543
Angola,Infant mortality rate,Female,44.8510454726021,46.3270704904568,47.9854577494069,49.864993220725,51.8822875756975,54.3295315146801,57.1390586146992,60.5289174335253,64.2932113397398,68.4521663198126,72.7259235648886
Angola,Infant mortality rate,Male,55.2507196289459,57.0696031644075,58.8529953173577,61.1140929723653,63.5684019525553,66.42237610354,69.8517801230302,73.8478934502412,78.1258289500145,82.8170512094486,87.7011194447101
Angola,Infant mortality rate,Total,50.1801546190397,51.8714403760195,53.5351751311656,55.5622271857658,57.8166525564467,60.540467723156,63.7152458700044,67.3164448735135,71.4204727467125,75.868649725002,80.4841628148617
Antigua and Barbuda,Infant mortality rate,Female,5.33619747347301,5.53152349163321,5.75022212741313,5.98247206754645,6.20349726613088,6.49023162375195,6.8091779419345,7.13705358646951,7.52119640567606,7.90563056883966,8.32340909242759
