# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sun Sep 26 16:11:26 2021
#
# User preference: *
#
# COLUMN toipfx:         TESS Object of Interest Prefix
# COLUMN tid:            TESS Input Catalog ID
#
toipfx,tid
1128,425721385
1129,91576611
113,97409519
1130,254113311
1130,254113311
1131,198213332
1132,267489265
1133,69997672
1134,122220263
1135,154872375
1136,142276270
1136,142276270
1136,142276270
1136,142276270
1137,89389197
1138,110428269
1139,202563254
114,25155310
1140,320525204
1141,159510109
1142,284450803
1143,160268701
1144,28230919
1145,350995812
1146,21755546
1147,288391628
1148,349827430
1149,117789567
115,281541555
1150,16740101
1151,69679391
1152,237184773
1153,154840461
1154,459970307
1155,161450762
1156,117256577
1157,147576037
1158,379931600
1159,48188920
116,238176110
1160,89510024
1161,158324245
1162,13419950
1163,375542276
1164,16102323
1165,458478250
1166,138361973
1167,232967666
1168,41330864
1169,302518439
117,322307342
1170,294176967
1171,101929303
1172,1717732429
1173,232967440
1174,154089169
1175,30329585
1176,230088370
1177,169177766
1178,359496368
1179,148914726
118,266980320
1180,158002130
1181,229510866
1182,341544930
1183,258777137
1184,233087860
1185,83210867
1186,289539327
1187,372757221
1188,15247229
1189,112026224
119,278683844
119,278683844
1190,287196418
1191,237185205
1192,158276040
1193,89643259
1194,147950620
1195,24364065
1196,69068526
1197,92677094
1198,203189770
1199,99869022
120,394137592
1200,288185138
1201,29960110
1202,327017634
1203,23434737
1204,467666275
1205,287776397
1206,308034948
1207,364393429
1208,273985865
1208,273985865
1209,30037565
121,207081058
1210,33878688
1211,50312495
1212,389924075
1213,399144800
1214,451606970
1215,453260209
1216,141527965
1217,248092710
1218,294781547
1219,294981566
122,231702397
1220,319259194
1221,349095149
1222,374997123
1223,382437043
1224,299798795
1225,150428703
1225,150428703
1226,177115354
1227,360156606
1228,300038935
1229,140760434
123,290131778
1230,287156968
1231,447061717
1232,364395234
1233,260647166
1233,260647166
1233,260647166
1233,260647166
1234,90504905
1235,103633434
1236,120757718
1237,120960812
1238,153951307
1238,153951307
1239,154716798
124,29831208
1240,158170594
1241,159107668
1242,198212955
1243,219698776
1244,219850915
1245,229781583
1246,230127302
1246,230127302
1246,230127302
1246,230127302
1247,232540264
1248,232612416
1249,232976128
125,52368076
125,52368076
125,52368076
1250,233059608
1251,233120979
1252,233211762
1253,233684822
1254,236714379
1255,237222864
1256,274762761
1257,278348461
1258,288132261
1259,288735205
126,70440470
1260,355867695
1260,355867695
1261,356311210
1262,365938305
1263,406672232
1264,416195870
1265,424865156
1266,467179528
1266,467179528
1267,158561566
1268,142394656
1269,198241702
1269,198241702
127,234523599
1270,237200747
1271,286923464
1272,417948359
1273,445859771
1274,459969957
1275,13499636
1276,43064903
1277,153949511
1277,153949511
1278,163539739
1279,224297258
128,391949880
1280,230017324
1281,232971294
1282,236445129
1283,266593143
1284,267561446
1285,274662200
1286,277507814
1287,352764091
1288,365733349
1289,408203470
129,201248411
1290,417676622
1291,198186769
1292,199688472
1293,202504234
1294,219015370
1295,219852584
1296,219854185
1297,229536616
1298,237104103
1299,258777134
130,263003176
1300,293687315
1301,356867115
1302,441797803
1303,185405474
1304,186000935
1305,232679662
1306,233735068
1307,236815160
1308,277014266
1309,287190564
131,235037761
1310,294179389
1311,378159598
1312,405904232
1313,11111899
1314,136848581
1315,137284119
1316,15565627
1317,165523947
1318,167092385
1319,167098530
132,89020549
1320,167403519
1321,195199644
1322,240450679
1323,256886630
1324,266688542
1325,274942910
1326,275111900
1327,312083267
1328,330332501
1329,345996087
133,219338557
1330,357457104
1331,387664866
1332,387664868
1333,395171208
1334,42123111
1335,89759617
1336,92783821
1337,160708862
1338,260128333
1339,269701147
1339,269701147
1339,269701147
134,234994474
1340,233681149
1341,233390838
1342,256621916
1343,358631536
1344,1400770435
1345,160487753
1346,219852882
1346,219852882
1347,229747848
1347,229747848
1348,229770036
1349,272635712
135,267263253
1350,233953967
1351,1718201850
1352,336740528
1353,279177746
1354,365683032
1355,372264750
1356,277566483
1357,357972447
1358,275501623
1359,416624606
136,410153553
1360,330468175
1361,277447970
1362,395142888
1363,230017325
1364,26880783
1365,367099243
1366,120602501
1367,129539786
1368,136971594
1369,155005217
137,176957796
1370,155114483
1371,162130054
1372,164150539
1373,176899385
1374,190430205
1375,190442486
1376,190743990
1377,240613164
1378,249812036
1379,252490659
138,277683130
1380,274170255
1381,275722992
1382,276360911
1383,313506357
1384,328167090
1385,329864959
1386,343019899
1387,343442463
1388,346338552
1389,353038705
139,62483237
1390,365389353
1391,389182138
1392,416987878
1393,430528566
1394,431156009
1395,468472950
1396,468845640
1397,64553698
1398,66445643
1399,66783360
140,140068425
1400,258801269
1401,259126549
1402,259129875
1403,328750515
1404,352239069
1405,387834907
1406,231736113
1407,69747919
1408,364186197
1409,115771549
141,403224672
1410,199444169
1411,116483514
1412,116483734
1413,119700084
1414,125442121
1415,148782377
1416,158025009
1417,164173105
1418,224600500
1419,311035838
142,425934411
1420,321857016
1421,329277372
1422,333473672
1423,346418409
1424,418959198
1425,350132371
1426,128501004
1427,2041563029
1428,377304435
1429,138968089
143,25375553
1430,293954617
1431,375506058
1432,256783784
1433,13684720
1434,138588540
1435,153976959
1436,154383539
1437,198356533
1438,229650439
1438,229650439
1439,232982558
144,261136679
1440,233617847
1440,233617847
1441,233951353
1442,235683377
1443,237232044
1444,258514800
1445,259172391
1445,259172391
1446,294471966
1447,298073824
1448,343628284
1449,356158613
1449,356158613
145,265612438
1450,377293776
1451,417931607
1452,420112589
1453,198390247
1453,198390247
1454,294179385
1455,387259626
1456,199376584
1457,176860064
1458,191284318
1459,16920150
146,355636844
1460,17005768
1461,44631965
1462,188768068
1463,190998418
1464,229944666
1465,236887394
1466,237086564
1467,240968774
1468,243185500
1468,243185500
1469,283722336
1469,283722336
147,220435095
1470,284441182
1471,306263608
1472,306955329
1473,352413427
1474,427654774
1475,431514478
1476,432549364
1477,240681314
1478,409794137
1479,421308357
148,393940766
1480,335483600
1481,197650870
1482,252616865
1483,452803785
1484,67309890
1485,377191482
1486,233541860
1487,459978312
1488,198457103
1489,219751469
149,260985861
1490,283474780
1491,53875855
1492,354594208
1493,15692883
1494,411608801
1495,431148743
1496,384045439
1497,371673488
1498,316402246
1499,414870287
150,271893367
1500,377420580
1501,329145325
1502,410528770
1503,428065977
1504,326114850
1505,331034236
1506,64836837
1507,430677414
1508,415741431
1509,272828463
151,382302241
1510,377739433
1511,376682699
1512,434718964
1513,269509393
1514,270238522
1515,470709084
1516,376637093
1517,455962313
1518,427761355
1519,272049972
152,403287048
1520,269238073
1521,366074069
1522,367102581
1523,387413037
1524,314338017
1525,276380902
1526,313761775
1527,202375913
1528,285543785
1529,312259170
153,231081369
1530,312469860
1531,312678993
1532,327579226
1533,345143460
1534,354600221
1535,420288086
1536,445137888
1537,173612049
1538,177244357
1539,252636888
154,389525208
1540,318746829
1541,319068154
1542,367607434
1543,431585347
1544,455791689
1545,127425841
1546,194203348
1547,409520860
1548,440100539
1549,191146556
155,129637892
1550,241065596
1551,288348498
1552,326919774
1553,327341626
1554,299158887
1555,441732151
1556,405794804
1557,320506985
1558,117322779
1559,241040309
156,220518305
1560,241076290
1561,245462406
1562,249862365
1563,249945230
1564,250724252
1565,251384275
1566,256414077
1567,259151170
1568,284050395
1569,285666479
157,140691463
1570,285674856
1571,285677945
1572,292321872
1573,302773669
1574,307111282
1575,316254876
1576,327011842
1577,332154944
1578,348135793
1579,354400186
158,403136413
1580,354469661
1581,370759867
1582,374400599
1583,403256331
1584,418987806
1585,444415148
1586,445144327
1587,458914949
1588,50120414
1589,52041724
159,394657039
1590,71854745
1591,82010657
1592,186599508
1593,192372961
1594,201154493
1595,385105624
1596,431899140
1597,68152139
1598,67418624
1599,129979528
160,253917293
1600,187029841
1601,139375960
1602,129991079
1603,73448352
1604,118301361
1605,101037590
1606,125735470
1607,26433869
1608,138017750
1609,229951289
161,348770361
1610,219776325
1611,264678534
1612,268403451
1613,272625214
1614,317397615
1615,317507345
1616,322054600
1617,322202434
1618,376838000
1619,377144784
162,99493790
1620,378291076
1621,387260717
1622,388076005
1623,407394748
1624,461387302
1625,470852531
1626,157586003
1627,424435940
1628,284475976
1629,310003988
163,179317684
1630,317597583
1631,29054413
1632,51024887
1633,165551882
1634,201186294
1635,230086768
1636,269892793
1637,286355915
1638,312862941
1639,348673213
164,79395355
1640,396562848
1641,422923265
1642,229940491
1643,298647682
1644,22843856
1645,184679932
1646,387527558
1647,154927364
1648,376353509
1649,116608612
165,350743714
1650,122485078
1651,138168780
1652,154867950
1653,156724719
1654,258829450
1655,266500992
1656,267694283
1657,27677846
1658,286561122
1659,288631580
166,147203645
1660,311121985
1661,312122956
1662,339538183
1663,353367071
1664,353782445
1665,354006740
1666,368536386
1667,409183335
1668,417705690
1669,428679607
167,149990841
1670,441739020
1670,441739020
1671,459903429
1672,468828873
1673,470315428
1674,73104318
1675,81831095
1676,8400842
1677,87090944
1678,96291218
1679,9837861
168,369457671
1680,259168516
1681,321041369
1682,367366318
1683,58542531
1684,85031598
1685,28900646
1686,102672709
1687,103448870
1688,121966220
1689,198384408
169,183120439
1690,267574918
1691,268334473
1692,288636342
1692,288636342
1693,353475866
1694,396740648
1695,422756130
1696,470381900
1697,1884091865
1698,190223929
1699,22705558
170,394698182
1700,23650642
1701,274215536
1702,371210825
1703,453387619
1704,95129101
1705,137500798
1706,230377505
1706,230377505
1707,240148934
1708,241173474
1709,29119552
171,309257814
171,309257814
1710,445805961
1711,461662295
1712,67926921
1713,15863518
1714,239154970
1715,142090065
1716,14336130
1717,149833117
1718,257241363
1719,293617835
172,29857954
1720,356473034
1721,51234631
1722,85242435
1723,71431780
1724,81212286
1725,86396382
1726,130181866
1726,130181866
1727,241225337
1728,285048486
1729,298666530
173,270341214
1730,318022259
1730,318022259
1731,371234684
1732,470987100
1733,53427308
1734,224596152
1735,365673804
1736,408618999
1737,233009109
1738,104208182
1739,159418353
174,425997655
174,425997655
174,425997655
174,425997655
1740,174041208
1741,198206613
1742,219857012
1743,219860288
1744,229455001
1745,232635922
1746,232650365
1747,233071822
1748,233071926
1749,233602827
1749,233602827
175,307210830
175,307210830
175,307210830
1750,237099296
1751,287080092
1752,287139872
1753,289580577
1754,332477926
1755,356978132
1756,364074068
1757,367753709
1758,367858035
1759,408636441
176,272086159
1760,420112587
1761,424391516
1762,435680451
1763,441739871
1764,1551345500
1765,272672133
1766,67666096
1767,8767448
1768,137906197
1769,287225295
177,262530407
1770,457138169
1771,252479260
1772,85293053
1773,332064670
1774,4897275
1775,9348006
1776,21535395
1777,29191624
1778,39699648
1779,67646988
178,251848941
178,251848941
178,251848941
1780,99834717
1781,137881699
1782,160045097
1782,160045097
1783,229938290
1784,241196395
1785,230386259
1786,86280613
1787,372730331
1788,450327768
1789,172518755
179,207141131
1790,310981412
1791,233684293
1792,29191596
1793,304142124
1794,286916251
1795,135083444
1796,138819293
1797,368435330
1798,198153540
1798,198153540
1799,8967242
180,51912829
1800,17993892
1801,119584412
1802,138762614
1803,144401492
1803,144401492
1804,148679712
1805,165763244
1806,166648874
1807,180695581
1808,307734817
1809,347329162
181,76923707
1810,373693175
1811,376524552
1812,207425167
1812,207425167
1812,207425167
1813,377290815
1814,160440924
1815,233720539
1816,237108272
1817,285094173
1818,330799746
1819,341815767
182,76989773
1820,393831507
1821,82308728
1822,9392421
1823,142381532
1824,142387023
1825,229750058
1826,229400092
1827,390651552
1828,232982938
1829,235905185
183,183979262
1830,20182165
1831,27194429
1832,307956397
1833,61098812
1834,71612483
1835,347332255
1835,347332255
1836,207468071
1837,144441148
1838,162689341
1839,381714186
184,300871545
1840,165987272
1841,168699373
1842,404505029
1843,258871793
1844,198108326
1845,272758199
1846,198385543
1847,54002556
1847,54002556
1848,219824469
1849,23740089
185,100100827
1850,149577217
1851,378976682
1852,219728669
1853,73540072
1854,157225097
1855,81247740
1856,224313733
1857,180652891
1858,424733642
1859,229742722
186,279741379
186,279741379
1860,202426247
1861,323295479
1862,321668398
1863,356919658
1864,229791084
1865,207425203
1866,400430915
1867,400476523
1868,230087585
1869,299780329
187,260304296
1870,230375747
1871,233503636
1872,229490898
1873,328933398
1873,328933398
1873,328933398
1874,232641326
1875,233047097
1876,233078665
1877,233497719
1878,219762508
1879,243335710
188,280830734
1880,359357695
1881,59859387
1882,396368313
1883,348755728
1884,219879302
1885,258510872
1886,403136415
1887,229586455
1888,459997997
1889,139771134
189,278866211
1890,288636599
1891,139198430
1892,63698669
1893,264544388
1894,280865159
1895,384159646
1896,174302697
1897,420645189
1897,420645189
1898,91987762
1899,172370679
190,166739520
1900,178879588
1901,19684256
1902,272212970
1903,77156657
1904,272213425
1905,429302040
1906,308098254
1907,453789494
1908,37718056
1909,232038798
191,183532609
1910,437261733
1911,44745133
1912,50712784
1913,53458803
1914,53750200
1915,98283926
1916,98545929
1917,339522221
1918,308425348
1919,102192004
192,183537452
1920,363851359
1921,112099249
1922,112604564
1923,114299824
1924,371443216
1925,118956453
1926,143143769
1927,14344979
1928,207077681
1929,157266693
193,183985250
1930,160578764
1931,162922904
1932,386259537
1933,172598832
1934,125739286
1935,176685457
1936,178289267
1937,268301217
1938,128449971
1939,325172035
194,211438925
1940,7413227
1941,167009792
1942,308919449
1943,382980571
1944,461080504
1945,357536526
1946,127315102
1947,460140752
1948,31268146
1949,334125713
195,230982885
1950,327663613
1951,356590734
1952,394509844
1953,242536549
1954,466113537
1955,166184426
1956,334911765
1957,302659412
1958,356747847
1959,400323948
196,234519192
1960,318828309
1961,179319057
1962,141663464
1963,190271688
1964,242083025
1965,295354126
1966,242120884
1967,320079492
1968,210445631
1969,293708935
197,441462736
1970,162695785
1971,253132689
1972,267414551
1973,47617161
1974,295562522
1975,467281353
1976,329888006
1977,383531859
1978,458856474
1979,458857720
198,12421862
1980,127793615
1981,378613125
1982,437329044
1983,89535068
1984,162246865
1985,469212332
1986,468997317
1987,349088467
1988,161156159
1989,324395151
199,309792357
1990,457939414
1991,82707763
1992,147340931
1993,453464017
1994,445903569
1995,299023386
1996,275384718
1997,142378043
1998,429295277
1999,447206604
200,410214986
2000,371188886
2001,118084044
2002,356453768
2003,58463434
2004,439610306
2005,147660886
2006,41173048
2007,219466784
2008,70887357
2009,243187830
201,350618622
201,350618622
2010,26547036
2011,136916387
2012,138294130
2013,188589164
2014,198588220
2015,368287008
2016,219508169
2016,219508169
2017,357416482
2018,357501308
2019,159781361
202,355509914
2020,39903405
2021,236312126
2022,11996814
2023,16884216
2024,255930614
2025,394050135
2026,407059875
2027,335996558
2028,336456596
2029,445254275
203,259962054
2030,422656370
2031,470127886
2032,470159478
2033,53617134
2034,427279997
2035,53709089
2036,368320811
2037,405559035
2038,235937532
2039,237071229
204,281781375
2040,427730490
2041,54364414
2042,269424395
2043,346929661
2044,270333769
2045,347013211
2046,468574941
2047,363761216
2048,159873822
2049,314835525
205,281575427
2050,316468545
2051,375850439
2052,1100766816
2053,315755496
2054,378355116
2055,322062001
2056,396356111
2057,229888286
2058,326732851
2059,403308915
206,55650590
2060,285542903
2061,327577308
2062,373785851
2063,334811204
2064,115524421
2065,356710041
2066,141663460
2067,147951030
2068,417931300
2069,198187049
207,260271203
2070,233182695
2071,198360694
2072,900715901
2073,441642457
2074,158075010
2075,23814735
2076,27491137
2076,27491137
2077,230075227
2078,159244568
2079,224298134
208,314865962
2080,367739494
2081,321669174
2082,160039081
2083,233633993
2084,441738827
2084,441738827
2085,103633672
2086,230387153
2086,230387153
2087,219462190
2088,441765914
2089,341815197
209,52204645
2090,233721037
2091,219778329
2092,393965778
2093,402898317
2094,356016119
2095,235678745
2095,235678745
2096,142748283
2096,142748283
2097,279982557
2098,356700488
2099,230386397
210,141608198
2100,219436394
2101,165527918
2102,289590465
2103,160491359
2104,367630162
2104,367630162
2105,156199502
2106,393911494
2107,446549906
2108,347538174
2109,392476080
211,300293197
2110,394029948
2111,356235833
2112,427320001
2113,1400212743
2114,9828416
2115,54464870
2116,422838133
2117,279212407
2118,17416749
2119,236387002
212,206609630
2120,389900760
2121,88996391
2122,311408969
2123,105840719
2124,159742538
2125,116242971
2126,116264089
2127,21744120
2128,21832928
2129,101721385
213,234345288
213,234345288
2130,320798691
2131,27848472
2132,358516596
2133,39200363
2134,75878355
2135,76419763
2136,336128819
2137,23059280
2138,336267424
2139,308172249
214,167415965
214,167415965
2140,399860444
2141,287256467
2142,44313455
2143,103195323
2144,428988981
2145,88992642
2146,158916431
2147,341630071
2148,233569098
2149,1716467085
215,231912935
2150,230267547
2151,23389848
2152,395393265
2153,406855039
2154,428787891
2155,461591646
2156,258402425
2157,298495970
2158,342642208
2159,270515566
216,55652896
216,55652896
2160,284477310
2161,366563452
2162,284564230
2163,43429656
2164,49967354
2165,73560357
2166,233680651
2167,160162987
2168,364075352
2169,8516795
217,260043723
2170,154741689
2171,75656058
2172,76197937
2173,293567206
2174,159815224
2175,405717754
2176,123495874
2177,123233041
2178,164892194
2179,237913194
218,32090583
2180,298663873
2181,233068569
2182,268823307
2183,1715469662
2184,176956893
2185,355096431
2186,238171173
2187,270472265
2188,260797169
2189,270342589
219,260609205
2190,389421473
2191,262471759
2192,277890574
2193,401604346
2194,271478281
2195,24695044
2196,372172128
2197,389352124
2198,100566492
2199,369455629
220,150098860
2200,142105158
2201,219306934
2202,358107516
2203,355600246
2204,467971286
2205,260298958
2206,381856447
2207,90850770
2208,38680052
2209,271806353
221,316937670
2210,317089588
2211,212253390
2212,280803917
2213,406318573
2214,272236017
2215,425561347
2216,39018923
2217,234330672
2218,348995212
2219,278138619
222,144440290
2220,150437346
2221,441420236
2222,306510653
2223,273695332
2224,388198242
2225,271891552
2226,403135192
2227,405425498
2228,61733521
2229,143410850
223,326453034
2230,129432342
2231,100504381
2232,439444938
2233,421455387
2234,271491157
2235,267093376
2236,394722182
2237,389238529
2238,231077395
2239,388130235
224,70797900
2240,98494121
2241,96973930
2242,92562123
2243,1990842033
2244,1989628303
2245,278415929
2246,349786918
2247,376168473
2248,179580045
2249,152714791
225,47525799
2250,264303333
2251,229715760
2252,233066156
2253,367855829
2254,233688779
2255,265146266
2256,262880065
2257,198485881
2258,219821826
2259,219501568
226,47484268
2260,232568235
2261,229787062
2262,165530380
2263,159400561
2264,235943205
2265,310231275
2266,8348911
2267,459837008
2268,20203297
2269,441798995
2269,441798995
2269,441798995
227,2760710
2270,198178505
2271,258389327
2272,265460043
2273,142117976
2274,289164482
2275,272679240
2276,198456933
2277,288516853
2278,243313296
2279,115623434
228,77044471
2280,115583726
2281,264171144
2282,237211410
2283,198211976
2284,115446313
2285,329148988
2286,237201858
2287,160077104
2288,462615350
2289,82452140
229,120610833
2290,321688498
2291,236934937
2292,236934268
2293,71347873
2294,284361752
2295,48018596
2296,165554103
2297,233500935
2298,229608594
2299,362220495
230,160074939
2300,280031353
2300,280031353
2301,283829553
2302,144000801
2303,197959526
2304,70420766
2305,232079930
2306,147284470
2307,270219048
2308,234489976
2309,328012209
231,204376737
2310,38467100
2311,25139786
2312,147425389
2313,325468685
2314,355446093
2315,302333151
2316,61980227
2317,274599700
2318,88840705
2319,349488688
232,402026209
2320,207501148
2321,138126035
2322,300812741
2322,300812741
2323,293527670
2324,69819610
2325,152800085
2326,175456679
2327,177308364
2328,394287035
2329,238920875
233,415969908
2330,180991313
2331,168751223
2332,286000547
2333,358579111
2334,200743403
2335,160003961
2336,88902249
2337,230001847
2338,24358417
2339,279514271
234,12423815
2340,29959761
2341,100267480
2342,100589632
2343,166834768
2344,311179742
2345,91555165
2345,91555165
2346,317483660
2347,301343785
2348,317019074
2349,405452527
235,280095254
2350,47601197
2350,47601197
2351,290036495
2352,32925763
2353,177079323
2354,219766989
2355,124515764
2356,30947715
2357,124206468
2358,124095888
2359,436102447
236,9727392
2360,31656385
2361,204671232
2362,302924206
2363,445456888
2364,39414571
2365,344085117
2366,39218269
2367,441159680
2368,401125028
2369,220068921
237,305048087
2370,347357977
2371,432132155
2372,189620016
2373,332558858
2374,439366538
2375,164150537
2376,326522874
2377,146165619
2378,231063955
2379,201177276
238,9006668
2380,176220787
2381,39080923
2382,2760219
2383,20897611
2384,382602147
2385,231850364
2386,32487566
2387,237885040
2388,382625239
2389,89544985
239,9725627
2390,369965258
2391,299897516
2392,149349867
2392,149349867
2393,231071138
2394,144297844
2395,144124187
2396,333734769
2397,306337838
2398,322807675
2399,219701535
240,101948569
2400,260849386
2401,11521555
2402,1525480
2403,293435336
2404,142087638
2404,142087638
2404,142087638
2405,231297123
2406,212957629
2407,153078576
2408,67630845
2409,321068176
241,77031414
2410,248391319
2411,10837041
2412,684936227
2413,206498307
2414,237320326
2415,161223358
2416,237922465
2417,49617263
2418,65347776
2419,358248442
242,120585579
2420,268532343
2421,70524163
2422,29919341
2423,197807043
2424,313891529
2425,248387177
2426,97486178
2427,142937186
2428,274193763
2429,420051632
243,149010208
2430,23170835
2431,258804746
2432,347553438
2433,405763009
2434,155001079
2435,298164705
2436,154568734
2437,251094370
2438,686072378
2439,274194927
244,118327550
2440,129839175
2441,219175972
2441,219175972
2442,168871868
2443,318753380
2444,29959760
2445,439867639
2446,142868621
2447,1167538
2448,231721005
2449,170729775
245,154618248
2450,408114363
2451,4294779
2452,219208037
2453,59128183
2454,67782629
2455,434260570
2456,311271011
2457,117799904
2458,449197831
2459,192790476
246,158623531
2460,454224694
2461,411839167
2462,248434780
2463,452375478
2464,32949762
2465,146523262
2466,293612446
2467,71013298
2468,31114545
2469,117843067
247,160148385
2470,298981199
2471,71088556
2472,248650906
2473,399868187
2474,449257028
2475,373453507
2476,43868600
2477,412054152
2478,262435954
2479,167661160
248,201793781
2480,1449756
2481,262258341
2482,117938087
2483,219151731
2484,68035559
2485,328934463
2486,369376388
2487,394346745
2488,139251123
2489,279327604
249,179985715
2490,77437543
2491,80567842
2492,282498590
2493,123664207
2494,282576340
2494,282576340
2495,33091590
2496,160328683
2497,97568467
2498,263179590
2499,67196573
250,184240683
2500,206785987
2501,134471108
2502,52689469
2503,124778445
2504,206906112
2505,443127052
2506,393298446
2507,354519019
2508,147430118
2509,143282930
251,224225541
2510,170103435
2511,124702477
2512,124491883
2513,59842822
2514,317134140
2515,123627908
2516,295947393
2517,48178229
2518,96925186
2519,47720259
252,237924601
2520,177414713
2521,72556406
2522,148883384
2523,443213925
2524,169249234
2525,149601126
2525,149601126
2526,380836882
2527,126572546
2528,83154030
2529,269333648
253,322063810
2530,52059926
2531,262843259
2532,20579360
2533,418012030
2534,219332978
2535,204698337
2536,20299658
2537,399967279
2538,443115574
2539,201508515
254,49687222
2540,354518617
2540,354518617
2541,31054498
2542,431971818
2543,270604417
2544,341419787
2545,149845414
2546,388089437
2547,444013020
2548,350293646
2549,80711765
255,204317710
2550,294500964
2551,6276559
2552,31515092
2553,238542895
2554,144043410
2555,155491828
2556,468981993
2557,269400980
2558,283307274
2559,441453629
256,92226327
256,92226327
2560,441155146
2561,422385684
2562,420177051
2563,387409975
2564,334482103
2565,321086563
2566,284679064
2567,258920431
2568,257067559
2569,248655556
257,200723869
2570,239816546
2571,239638934
2572,234489133
2573,160037058
2574,159332859
2575,142784687
2576,115453244
2577,112316665
2578,104986789
2579,103751498
258,350445771
2580,102713734
2581,37862966
2582,21279791
2583,7548817
2584,458641144
2585,62530991
2586,458647887
2587,68007716
2588,284418751
2589,157698565
259,12862099
2590,234832821
2591,229285649
2592,284122875
2593,258983679
2594,229167359
2595,151284882
2596,37089434
2597,220139435
2598,12036590
2599,235333495
260,37749396
2600,234160911
2601,456844391
2602,191928543
2603,176772671
2604,189625051
2605,146776480
2606,355800238
2607,149539158
2608,269850928
2609,308883808
261,63898957
261,63898957
2610,268914377
2611,234282389
2612,149572298
2613,52315301
2614,263075864
2615,38965512
2616,273850708
2617,260537454
2618,231076038
2619,31943299
262,70513361
2620,394346647
2621,388202128
2622,382259755
2623,403288821
2624,349410350
2625,308396509
2626,300604770
2627,262829328
2628,260541432
2629,259901731
263,120916706
2630,391900348
2631,140067837
2632,231703293
2633,386131764
2634,318812447
2635,358557578
2636,119925436
2637,349408306
2638,458342769
2639,98753307
264,122612091
2640,135036669
2641,162802770
2642,448589187
2643,152852327
2644,385332171
2645,372818426
2646,349966879
2647,234527228
2648,231833236
2649,230980206
265,159951311
2650,453100296
2651,29830212
2652,372852036
2653,149394317
2654,200805484
2655,166851829
2656,231065398
2657,160004025
2658,31634579
2659,147456499
266,164767175
266,164767175
2660,372817671
2661,144125079
2662,423672208
2663,423666115
2664,277871306
2665,186936449
2666,170889511
2667,348684813
2668,192076548
2669,348835438
267,166836920
2670,190721237
2671,190081497
2672,129372561
2673,1018843
2674,434496663
2675,179033846
2676,420016507
2677,398736713
2678,354517490
2679,323295908
268,219253008
2680,219366908
2681,209408136
2682,200803270
2683,200320748
2684,161568891
2685,161479081
2686,159989004
2687,155993822
2688,98728690
2689,92363023
269,220479565
2690,92359852
2691,71345362
2692,38399060
2693,30016082
2694,146467673
2695,140284353
2696,139445621
2697,139445453
2698,100683605
2699,77958378
270,259377017
270,259377017
270,259377017
2700,56096837
2701,44791617
2702,43604949
2703,43475220
2704,32677675
2705,169448771
2706,457202957
2707,455036659
2708,452810327
2709,452810326
271,259511357
2710,408231638
2711,396896334
2712,362026280
2713,332660287
2714,332534326
2715,311239796
2716,284859630
2717,269077474
2718,248655096
2719,176314383
272,268766053
2720,169448297
2721,167714124
2722,153725446
2723,152477897
2724,119290630
2725,100780304
2726,100589633
2727,51830822
2728,42763678
